"Month","Category Group/Category","Category Group","Category","Assigned","Activity","Available"
"May 2023","Credit Card Payments: Viv's Credit Card (TG)","Credit Card Payments","Viv's Credit Card (TG)",0.00$,0.00$,0.00$
"May 2023","Credit Card Payments: WS Credit Card","Credit Card Payments","WS Credit Card",0.00$,0.00$,0.00$
"May 2023","Monthly: Amroth House","Monthly","Amroth House",0.00$,0.00$,0.00$
"May 2023","Monthly: Internet","Monthly","Internet",60.65$,-62.15$,0.00$
"May 2023","Monthly: Cellphone","Monthly","Cellphone",110.00$,-109.62$,1.63$
"May 2023","Monthly: Groceries","Monthly","Groceries",580.00$,-522.33$,57.67$
"May 2023","Monthly: Daycare","Monthly","Daycare",0.00$,0.00$,0.00$
"May 2023","Monthly: Life Insurance","Monthly","Life Insurance",0.00$,0.00$,0.00$
"May 2023","Cumulative: Fees","Cumulative","Fees",20.00$,-2.00$,22.48$
"May 2023","Cumulative: Progeny","Cumulative","Progeny",0.00$,0.00$,0.00$
"May 2023","Cumulative: Books & Education","Cumulative","Books & Education",65.00$,-27.11$,37.89$
"May 2023","Cumulative: Miscellaneous","Cumulative","Miscellaneous",20.00$,-31.63$,28.37$
"May 2023","Cumulative: Car","Cumulative","Car",400.00$,-387.52$,439.01$
"May 2023","Cumulative: Health & Pharmacy","Cumulative","Health & Pharmacy",0.00$,0.00$,0.00$
"May 2023","Cumulative: Clothes","Cumulative","Clothes",525.00$,-700.70$,4.83$
"May 2023","Cumulative: Eating Out","Cumulative","Eating Out",115.00$,-96.09$,18.91$
"May 2023","Cumulative: Fun, Dates & Hobbies","Cumulative","Fun, Dates & Hobbies",260.00$,-256.81$,4.94$
"May 2023","Cumulative: Gifts","Cumulative","Gifts",150.00$,-150.06$,653.76$
"May 2023","Cumulative: Exercise","Cumulative","Exercise",50.00$,-142.24$,119.84$
"May 2023","Cumulative: Home Improvement","Cumulative","Home Improvement",40.00$,-118.25$,5.13$
"May 2023","Cumulative: Public Transportation","Cumulative","Public Transportation",50.00$,-50.00$,0.00$
"May 2023","Cumulative: Bike","Cumulative","Bike",40.00$,-141.02$,2.43$
"May 2023","Cumulative: Special Splurge","Cumulative","Special Splurge",0.00$,0.00$,0.00$
"May 2023","Cumulative: Tim's Choice","Cumulative","Tim's Choice",112.00$,-225.99$,245.62$
"May 2023","Cumulative: Vivian's Choice","Cumulative","Vivian's Choice",112.00$,0.00$,458.91$
"May 2023","Cumulative: Weddings","Cumulative","Weddings",25.00$,0.00$,227.89$
"May 2023","Cumulative: Travel","Cumulative","Travel",0.00$,-31.13$,4388.50$
"May 2023","Tax Deductible: Koala Budget","Tax Deductible","Koala Budget",0.00$,0.00$,0.00$
"May 2023","Tax Deductible: Timmy's Work","Tax Deductible","Timmy's Work",638.91$,-638.91$,0.00$
"May 2023","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work",883.50$,-883.50$,0.00$
"May 2023","Tax Deductible: Medical","Tax Deductible","Medical",600.00$,-579.49$,20.74$
"May 2023","Tax Deductible: God's Money","Tax Deductible","God's Money",540.00$,-735.95$,460.05$
"May 2023","Savings: RESP","Savings","RESP",0.00$,0.00$,0.00$
"May 2023","Savings: Retirement","Savings","Retirement",0.00$,0.00$,0.00$
"May 2023","Savings: Emergency Fund","Savings","Emergency Fund",0.00$,0.00$,9395.00$
"May 2023","Savings: House","Savings","House",3000.00$,0.00$,65774.96$
"May 2023","Savings: Investment Gain/Loss","Savings","Investment Gain/Loss",2653.90$,-2653.90$,0.00$
"May 2023","Savings: Savings Expenses","Savings","Savings Expenses",0.00$,0.00$,0.00$
"May 2023","Hidden Categories: Rent","Hidden Categories","Rent",1650.00$,-1634.11$,36.45$
"May 2023","Hidden Categories: Hydro","Hidden Categories","Hydro",203.00$,-215.61$,0.73$
"May 2023","Hidden Categories: Moving & Home Setup","Hidden Categories","Moving & Home Setup",0.00$,0.00$,0.00$
"May 2023","Hidden Categories: Alcohol","Hidden Categories","Alcohol",0.00$,0.00$,5.26$
"May 2023","Hidden Categories: Vivian COGS","Hidden Categories","Vivian COGS",0.00$,0.00$,0.00$
"May 2023","Hidden Categories: Income Tax and HST","Hidden Categories","Income Tax and HST",1750.00$,0.00$,2987.81$
"May 2023","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund",0.00$,0.00$,236.03$
"May 2023","Hidden Categories: Publishing","Hidden Categories","Publishing",0.00$,-40.07$,6389.24$
"May 2023","Hidden Categories: Tuition","Hidden Categories","Tuition",0.00$,0.00$,0.00$
"Jun 2023","Credit Card Payments: Credit Card (TG)","Credit Card Payments","Credit Card (TG)",0.00$,-2123.07$,-189.88$
"Jun 2023","Credit Card Payments: Reconcile account","Credit Card Payments","Reconcile account",0.00$,0.00$,0.00$
"Jun 2023","Credit Card Payments: BBC Visa","Credit Card Payments","BBC Visa",0.00$,-58.37$,65.76$
"Jun 2023","Credit Card Payments: TD Travel Visa","Credit Card Payments","TD Travel Visa",0.00$,0.00$,0.00$
"Jun 2023","Credit Card Payments: Viv's Credit Card (TG)","Credit Card Payments","Viv's Credit Card (TG)",0.00$,0.00$,0.00$
"Jun 2023","Credit Card Payments: WS Credit Card","Credit Card Payments","WS Credit Card",0.00$,0.00$,0.00$
"Jun 2023","Monthly: Amroth House","Monthly","Amroth House",0.00$,0.00$,0.00$
"Jun 2023","Monthly: Internet","Monthly","Internet",80.00$,-56.50$,23.50$
"Jun 2023","Monthly: Cellphone","Monthly","Cellphone",110.00$,-109.62$,2.01$
"Jun 2023","Monthly: Groceries","Monthly","Groceries",550.00$,-604.26$,3.41$
"Jun 2023","Monthly: Daycare","Monthly","Daycare",0.00$,0.00$,0.00$
"Jun 2023","Monthly: Life Insurance","Monthly","Life Insurance",0.00$,0.00$,0.00$
"Jun 2023","Cumulative: Fees","Cumulative","Fees",20.00$,0.00$,42.48$
"Jun 2023","Cumulative: Progeny","Cumulative","Progeny",0.00$,0.00$,0.00$
"Jun 2023","Cumulative: Books & Education","Cumulative","Books & Education",65.00$,-34.66$,68.23$
"Jun 2023","Cumulative: Miscellaneous","Cumulative","Miscellaneous",20.00$,0.00$,48.37$
"Jun 2023","Cumulative: Car","Cumulative","Car",400.00$,-321.57$,517.44$
"Jun 2023","Cumulative: Health & Pharmacy","Cumulative","Health & Pharmacy",0.00$,0.00$,0.00$
"Jun 2023","Cumulative: Clothes","Cumulative","Clothes",75.00$,118.60$,198.43$
"Jun 2023","Cumulative: Eating Out","Cumulative","Eating Out",85.00$,-102.72$,1.19$
"Jun 2023","Cumulative: Fun, Dates & Hobbies","Cumulative","Fun, Dates & Hobbies",330.00$,-283.67$,51.27$
"Jun 2023","Cumulative: Gifts","Cumulative","Gifts",150.00$,-98.89$,704.87$
"Jun 2023","Cumulative: Exercise","Cumulative","Exercise",80.00$,0.00$,199.84$
"Jun 2023","Cumulative: Home Improvement","Cumulative","Home Improvement",100.00$,-56.49$,48.64$
"Jun 2023","Cumulative: Public Transportation","Cumulative","Public Transportation",50.00$,-29.16$,20.84$
"Jun 2023","Cumulative: Bike","Cumulative","Bike",280.00$,-270.12$,12.31$
"Jun 2023","Cumulative: Special Splurge","Cumulative","Special Splurge",0.00$,0.00$,0.00$
"Jun 2023","Cumulative: Tim's Choice","Cumulative","Tim's Choice",90.00$,30.00$,365.62$
"Jun 2023","Cumulative: Vivian's Choice","Cumulative","Vivian's Choice",90.00$,-110.25$,438.66$
"Jun 2023","Cumulative: Weddings","Cumulative","Weddings",50.00$,-169.49$,108.40$
"Jun 2023","Cumulative: Travel","Cumulative","Travel",-130.00$,-409.50$,3849.00$
"Jun 2023","Tax Deductible: Koala Budget","Tax Deductible","Koala Budget",0.00$,0.00$,0.00$
"Jun 2023","Tax Deductible: Timmy's Work","Tax Deductible","Timmy's Work",329.35$,-322.53$,6.82$
"Jun 2023","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work",0.00$,954.20$,954.20$
"Jun 2023","Tax Deductible: Medical","Tax Deductible","Medical",-1000.00$,1180.25$,200.99$
"Jun 2023","Tax Deductible: God's Money","Tax Deductible","God's Money",640.00$,-189.00$,911.05$
"Jun 2023","Savings: RESP","Savings","RESP",0.00$,0.00$,0.00$
"Jun 2023","Savings: Retirement","Savings","Retirement",0.00$,0.00$,0.00$
"Jun 2023","Savings: Emergency Fund","Savings","Emergency Fund",0.00$,0.00$,9395.00$
"Jun 2023","Savings: House","Savings","House",1200.00$,0.00$,66974.96$
"Jun 2023","Savings: Investment Gain/Loss","Savings","Investment Gain/Loss",0.00$,1170.62$,1170.62$
"Jun 2023","Savings: Savings Expenses","Savings","Savings Expenses",0.00$,0.00$,0.00$
"Jun 2023","Hidden Categories: Rent","Hidden Categories","Rent",1650.00$,-1636.99$,49.46$
"Jun 2023","Hidden Categories: Hydro","Hidden Categories","Hydro",120.00$,-74.23$,46.50$
"Jun 2023","Hidden Categories: Moving & Home Setup","Hidden Categories","Moving & Home Setup",0.00$,0.00$,0.00$
"Jun 2023","Hidden Categories: Alcohol","Hidden Categories","Alcohol",0.00$,0.00$,5.26$
"Jun 2023","Hidden Categories: Vivian COGS","Hidden Categories","Vivian COGS",0.00$,-1.15$,-1.15$
"Jun 2023","Hidden Categories: Income Tax and HST","Hidden Categories","Income Tax and HST",1600.00$,-4500.00$,87.81$
"Jun 2023","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund",0.00$,0.00$,236.03$
"Jun 2023","Hidden Categories: Publishing","Hidden Categories","Publishing",0.00$,-322.63$,6066.61$
"Jun 2023","Hidden Categories: Tuition","Hidden Categories","Tuition",0.00$,0.00$,0.00$
"Jul 2023","Credit Card Payments: Credit Card (TG)","Credit Card Payments","Credit Card (TG)",0.00$,-120.49$,-120.49$
"Jul 2023","Credit Card Payments: Reconcile account","Credit Card Payments","Reconcile account",0.00$,0.00$,0.00$
"Jul 2023","Credit Card Payments: BBC Visa","Credit Card Payments","BBC Visa",0.00$,-138.05$,-72.29$
"Jul 2023","Credit Card Payments: TD Travel Visa","Credit Card Payments","TD Travel Visa",0.00$,0.00$,0.00$
"Jul 2023","Credit Card Payments: Viv's Credit Card (TG)","Credit Card Payments","Viv's Credit Card (TG)",0.00$,0.00$,0.00$
"Jul 2023","Credit Card Payments: WS Credit Card","Credit Card Payments","WS Credit Card",0.00$,0.00$,0.00$
"Jul 2023","Monthly: Amroth House","Monthly","Amroth House",0.00$,0.00$,0.00$
"Jul 2023","Monthly: Internet","Monthly","Internet",56.50$,-27.50$,52.50$
"Jul 2023","Monthly: Cellphone","Monthly","Cellphone",110.00$,-109.62$,2.39$
"Jul 2023","Monthly: Groceries","Monthly","Groceries",786.00$,-794.07$,-4.66$
"Jul 2023","Monthly: Daycare","Monthly","Daycare",0.00$,0.00$,0.00$
"Jul 2023","Monthly: Life Insurance","Monthly","Life Insurance",0.00$,0.00$,0.00$
"Jul 2023","Cumulative: Fees","Cumulative","Fees",40.00$,-81.17$,1.31$
"Jul 2023","Cumulative: Progeny","Cumulative","Progeny",0.00$,0.00$,0.00$
"Jul 2023","Cumulative: Books & Education","Cumulative","Books & Education",65.00$,0.00$,133.23$
"Jul 2023","Cumulative: Miscellaneous","Cumulative","Miscellaneous",20.00$,0.00$,68.37$
"Jul 2023","Cumulative: Car","Cumulative","Car",800.00$,-1282.03$,35.41$
"Jul 2023","Cumulative: Health & Pharmacy","Cumulative","Health & Pharmacy",0.00$,0.00$,0.00$
"Jul 2023","Cumulative: Clothes","Cumulative","Clothes",170.00$,-381.75$,-13.32$
"Jul 2023","Cumulative: Eating Out","Cumulative","Eating Out",100.00$,-71.04$,30.15$
"Jul 2023","Cumulative: Fun, Dates & Hobbies","Cumulative","Fun, Dates & Hobbies",200.00$,-65.09$,186.18$
"Jul 2023","Cumulative: Gifts","Cumulative","Gifts",150.00$,-217.72$,637.15$
"Jul 2023","Cumulative: Exercise","Cumulative","Exercise",75.00$,-226.25$,48.59$
"Jul 2023","Cumulative: Home Improvement","Cumulative","Home Improvement",100.00$,-127.49$,21.15$
"Jul 2023","Cumulative: Public Transportation","Cumulative","Public Transportation",50.00$,-150.00$,-79.16$
"Jul 2023","Cumulative: Bike","Cumulative","Bike",150.00$,-39.55$,122.76$
"Jul 2023","Cumulative: Special Splurge","Cumulative","Special Splurge",0.00$,0.00$,0.00$
"Jul 2023","Cumulative: Tim's Choice","Cumulative","Tim's Choice",80.00$,0.00$,445.62$
"Jul 2023","Cumulative: Vivian's Choice","Cumulative","Vivian's Choice",80.00$,-78.33$,440.33$
"Jul 2023","Cumulative: Weddings","Cumulative","Weddings",50.00$,-38.96$,119.44$
"Jul 2023","Cumulative: Travel","Cumulative","Travel",0.00$,-353.77$,3495.23$
"Jul 2023","Tax Deductible: Koala Budget","Tax Deductible","Koala Budget",0.00$,0.00$,0.00$
"Jul 2023","Tax Deductible: Timmy's Work","Tax Deductible","Timmy's Work",0.00$,-251.15$,-244.33$
"Jul 2023","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work",0.00$,-436.22$,517.98$
"Jul 2023","Tax Deductible: Medical","Tax Deductible","Medical",530.00$,-1568.71$,-837.72$
"Jul 2023","Tax Deductible: God's Money","Tax Deductible","God's Money",780.00$,-921.00$,770.05$
"Jul 2023","Savings: RESP","Savings","RESP",0.00$,0.00$,0.00$
"Jul 2023","Savings: Retirement","Savings","Retirement",0.00$,0.00$,0.00$
"Jul 2023","Savings: Emergency Fund","Savings","Emergency Fund",0.00$,0.00$,9395.00$
"Jul 2023","Savings: House","Savings","House",3355.04$,0.00$,70330.00$
"Jul 2023","Savings: Investment Gain/Loss","Savings","Investment Gain/Loss",0.00$,1193.80$,2364.42$
"Jul 2023","Savings: Savings Expenses","Savings","Savings Expenses",0.00$,0.00$,0.00$
"Jul 2023","Hidden Categories: Rent","Hidden Categories","Rent",1650.00$,-1636.99$,62.47$
"Jul 2023","Hidden Categories: Hydro","Hidden Categories","Hydro",120.00$,-76.03$,90.47$
"Jul 2023","Hidden Categories: Moving & Home Setup","Hidden Categories","Moving & Home Setup",0.00$,0.00$,0.00$
"Jul 2023","Hidden Categories: Alcohol","Hidden Categories","Alcohol",50.00$,0.00$,55.26$
"Jul 2023","Hidden Categories: Vivian COGS","Hidden Categories","Vivian COGS",0.00$,-60.00$,-60.00$
"Jul 2023","Hidden Categories: Income Tax and HST","Hidden Categories","Income Tax and HST",200.00$,0.00$,287.81$
"Jul 2023","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund",0.00$,0.00$,236.03$
"Jul 2023","Hidden Categories: Publishing","Hidden Categories","Publishing",0.00$,0.00$,6066.61$
"Jul 2023","Hidden Categories: Tuition","Hidden Categories","Tuition",0.00$,0.00$,0.00$
"Aug 2023","Credit Card Payments: Credit Card (TG)","Credit Card Payments","Credit Card (TG)",0.00$,-2848.14$,-2848.14$
"Aug 2023","Credit Card Payments: Reconcile account","Credit Card Payments","Reconcile account",0.00$,283.25$,283.25$
"Aug 2023","Credit Card Payments: BBC Visa","Credit Card Payments","BBC Visa",0.00$,65.01$,65.01$
"Aug 2023","Credit Card Payments: TD Travel Visa","Credit Card Payments","TD Travel Visa",0.00$,0.00$,0.00$
"Aug 2023","Credit Card Payments: Viv's Credit Card (TG)","Credit Card Payments","Viv's Credit Card (TG)",0.00$,0.00$,0.00$
"Aug 2023","Credit Card Payments: WS Credit Card","Credit Card Payments","WS Credit Card",0.00$,0.00$,0.00$
"Aug 2023","Monthly: Amroth House","Monthly","Amroth House",0.00$,0.00$,0.00$
"Aug 2023","Monthly: Internet","Monthly","Internet",56.50$,-56.50$,52.50$
"Aug 2023","Monthly: Cellphone","Monthly","Cellphone",110.00$,-109.62$,2.77$
"Aug 2023","Monthly: Groceries","Monthly","Groceries",600.00$,-495.56$,104.44$
"Aug 2023","Monthly: Daycare","Monthly","Daycare",0.00$,0.00$,0.00$
"Aug 2023","Monthly: Life Insurance","Monthly","Life Insurance",0.00$,0.00$,0.00$
"Aug 2023","Cumulative: Fees","Cumulative","Fees",20.00$,0.00$,21.31$
"Aug 2023","Cumulative: Progeny","Cumulative","Progeny",0.00$,0.00$,0.00$
"Aug 2023","Cumulative: Books & Education","Cumulative","Books & Education",65.00$,0.00$,198.23$
"Aug 2023","Cumulative: Miscellaneous","Cumulative","Miscellaneous",20.00$,0.00$,88.37$
"Aug 2023","Cumulative: Car","Cumulative","Car",400.00$,-193.73$,241.68$
"Aug 2023","Cumulative: Health & Pharmacy","Cumulative","Health & Pharmacy",0.00$,0.00$,0.00$
"Aug 2023","Cumulative: Clothes","Cumulative","Clothes",150.00$,0.00$,150.00$
"Aug 2023","Cumulative: Eating Out","Cumulative","Eating Out",100.00$,-90.05$,40.10$
"Aug 2023","Cumulative: Fun, Dates & Hobbies","Cumulative","Fun, Dates & Hobbies",200.00$,-79.36$,306.82$
"Aug 2023","Cumulative: Gifts","Cumulative","Gifts",150.00$,-255.93$,531.22$
"Aug 2023","Cumulative: Exercise","Cumulative","Exercise",75.00$,0.00$,123.59$
"Aug 2023","Cumulative: Home Improvement","Cumulative","Home Improvement",100.00$,-6.77$,114.38$
"Aug 2023","Cumulative: Public Transportation","Cumulative","Public Transportation",50.00$,-50.00$,0.00$
"Aug 2023","Cumulative: Bike","Cumulative","Bike",40.00$,-92.20$,70.56$
"Aug 2023","Cumulative: Special Splurge","Cumulative","Special Splurge",0.00$,0.00$,0.00$
"Aug 2023","Cumulative: Tim's Choice","Cumulative","Tim's Choice",80.00$,-84.73$,440.89$
"Aug 2023","Cumulative: Vivian's Choice","Cumulative","Vivian's Choice",80.00$,0.00$,520.33$
"Aug 2023","Cumulative: Weddings","Cumulative","Weddings",50.00$,0.00$,169.44$
"Aug 2023","Cumulative: Travel","Cumulative","Travel",0.00$,-455.51$,3039.72$
"Aug 2023","Tax Deductible: Koala Budget","Tax Deductible","Koala Budget",0.00$,0.00$,0.00$
"Aug 2023","Tax Deductible: Timmy's Work","Tax Deductible","Timmy's Work",351.65$,-351.65$,0.00$
"Aug 2023","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work",0.00$,-227.43$,290.55$
"Aug 2023","Tax Deductible: Medical","Tax Deductible","Medical",150.00$,414.57$,564.57$
"Aug 2023","Tax Deductible: God's Money","Tax Deductible","God's Money",660.00$,-1047.00$,383.05$
"Aug 2023","Savings: RESP","Savings","RESP",0.00$,0.00$,0.00$
"Aug 2023","Savings: Retirement","Savings","Retirement",5566.00$,-5566.00$,0.00$
"Aug 2023","Savings: Emergency Fund","Savings","Emergency Fund",0.00$,-9395.00$,0.00$
"Aug 2023","Savings: House","Savings","House",3364.83$,-73694.83$,0.00$
"Aug 2023","Savings: Investment Gain/Loss","Savings","Investment Gain/Loss",-2106.35$,-258.07$,0.00$
"Aug 2023","Savings: Savings Expenses","Savings","Savings Expenses",0.00$,0.00$,0.00$
"Aug 2023","Hidden Categories: Rent","Hidden Categories","Rent",1650.00$,-1636.99$,75.48$
"Aug 2023","Hidden Categories: Hydro","Hidden Categories","Hydro",120.00$,-79.80$,130.67$
"Aug 2023","Hidden Categories: Moving & Home Setup","Hidden Categories","Moving & Home Setup",0.00$,0.00$,0.00$
"Aug 2023","Hidden Categories: Alcohol","Hidden Categories","Alcohol",0.00$,0.00$,55.26$
"Aug 2023","Hidden Categories: Vivian COGS","Hidden Categories","Vivian COGS",0.00$,0.00$,0.00$
"Aug 2023","Hidden Categories: Income Tax and HST","Hidden Categories","Income Tax and HST",200.00$,0.00$,487.81$
"Aug 2023","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund",0.00$,-236.03$,0.00$
"Aug 2023","Hidden Categories: Publishing","Hidden Categories","Publishing",-1399.00$,-4667.61$,0.00$
"Aug 2023","Hidden Categories: Tuition","Hidden Categories","Tuition",0.00$,0.00$,0.00$
"Sep 2023","Credit Card Payments: Credit Card (TG)","Credit Card Payments","Credit Card (TG)",0.00$,292.90$,292.90$
"Sep 2023","Credit Card Payments: Reconcile account","Credit Card Payments","Reconcile account",0.00$,0.00$,283.25$
"Sep 2023","Credit Card Payments: BBC Visa","Credit Card Payments","BBC Visa",0.00$,-310.42$,-245.41$
"Sep 2023","Credit Card Payments: TD Travel Visa","Credit Card Payments","TD Travel Visa",0.00$,0.00$,0.00$
"Sep 2023","Credit Card Payments: Viv's Credit Card (TG)","Credit Card Payments","Viv's Credit Card (TG)",0.00$,0.00$,0.00$
"Sep 2023","Credit Card Payments: WS Credit Card","Credit Card Payments","WS Credit Card",0.00$,0.00$,0.00$
"Sep 2023","Monthly: Amroth House","Monthly","Amroth House",0.00$,0.00$,0.00$
"Sep 2023","Monthly: Internet","Monthly","Internet",56.50$,-56.50$,52.50$
"Sep 2023","Monthly: Cellphone","Monthly","Cellphone",110.00$,-110.75$,2.02$
"Sep 2023","Monthly: Groceries","Monthly","Groceries",600.00$,-423.75$,280.69$
"Sep 2023","Monthly: Daycare","Monthly","Daycare",0.00$,0.00$,0.00$
"Sep 2023","Monthly: Life Insurance","Monthly","Life Insurance",0.00$,0.00$,0.00$
"Sep 2023","Cumulative: Fees","Cumulative","Fees",20.00$,0.00$,41.31$
"Sep 2023","Cumulative: Progeny","Cumulative","Progeny",0.00$,0.00$,0.00$
"Sep 2023","Cumulative: Books & Education","Cumulative","Books & Education",65.00$,0.00$,263.23$
"Sep 2023","Cumulative: Miscellaneous","Cumulative","Miscellaneous",20.00$,0.00$,108.37$
"Sep 2023","Cumulative: Car","Cumulative","Car",400.00$,-376.25$,265.43$
