"Month","Category Group/Category","Category Group","Category","Assigned","Activity","Available"
"May 2024","Hidden Categories: Alcohol","Hidden Categories","Alcohol",0.00$,0.00$,0.00$
"May 2024","Hidden Categories: Vivian COGS","Hidden Categories","Vivian COGS",0.00$,0.00$,0.00$
"May 2024","Hidden Categories: Income Tax and HST","Hidden Categories","Income Tax and HST",0.00$,0.00$,1140.20$
"May 2024","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund",0.00$,0.00$,0.00$
"May 2024","Hidden Categories: Publishing","Hidden Categories","Publishing",0.00$,-54.90$,0.00$
"May 2024","Hidden Categories: Tuition","Hidden Categories","Tuition",97.83$,-97.83$,0.00$
"Jun 2024","Credit Card Payments: Credit Card (TG)","Credit Card Payments","Credit Card (TG)",0.00$,1757.96$,1757.96$
"Jun 2024","Credit Card Payments: Reconcile account","Credit Card Payments","Reconcile account",0.00$,229.75$,1789.00$
"Jun 2024","Credit Card Payments: BBC Visa","Credit Card Payments","BBC Visa",0.00$,-299.12$,187.19$
"Jun 2024","Credit Card Payments: TD Travel Visa","Credit Card Payments","TD Travel Visa",0.00$,0.00$,0.00$
"Jun 2024","Credit Card Payments: Viv's Credit Card (TG)","Credit Card Payments","Viv's Credit Card (TG)",0.00$,0.00$,0.00$
"Jun 2024","Credit Card Payments: WS Credit Card","Credit Card Payments","WS Credit Card",0.00$,0.00$,0.00$
"Jun 2024","Monthly: Amroth House","Monthly","Amroth House",0.00$,0.00$,0.00$
"Jun 2024","Monthly: Internet","Monthly","Internet",56.50$,-56.50$,0.00$
"Jun 2024","Monthly: Cellphone","Monthly","Cellphone",90.00$,-96.06$,7.66$
"Jun 2024","Monthly: Groceries","Monthly","Groceries",600.00$,-659.60$,-59.60$
"Jun 2024","Monthly: Daycare","Monthly","Daycare",0.00$,0.00$,0.00$
"Jun 2024","Monthly: Life Insurance","Monthly","Life Insurance",0.00$,0.00$,0.00$
"Jun 2024","Cumulative: Fees","Cumulative","Fees",20.00$,0.00$,70.96$
"Jun 2024","Cumulative: Progeny","Cumulative","Progeny",170.00$,-162.33$,1479.68$
"Jun 2024","Cumulative: Books & Education","Cumulative","Books & Education",65.00$,-29.36$,148.84$
"Jun 2024","Cumulative: Miscellaneous","Cumulative","Miscellaneous",20.00$,0.00$,105.03$
"Jun 2024","Cumulative: Car","Cumulative","Car",400.00$,-272.68$,797.70$
"Jun 2024","Cumulative: Health & Pharmacy","Cumulative","Health & Pharmacy",75.00$,-30.00$,45.00$
"Jun 2024","Cumulative: Clothes","Cumulative","Clothes",150.00$,-235.64$,26.65$
"Jun 2024","Cumulative: Eating Out","Cumulative","Eating Out",50.00$,-31.77$,89.88$
"Jun 2024","Cumulative: Fun, Dates & Hobbies","Cumulative","Fun, Dates & Hobbies",0.00$,0.00$,295.44$
"Jun 2024","Cumulative: Gifts","Cumulative","Gifts",200.00$,-280.04$,137.63$
"Jun 2024","Cumulative: Exercise","Cumulative","Exercise",0.00$,0.00$,341.83$
"Jun 2024","Cumulative: Home Improvement","Cumulative","Home Improvement",0.00$,-120.87$,310.58$
"Jun 2024","Cumulative: Public Transportation","Cumulative","Public Transportation",0.00$,-100.00$,0.00$
"Jun 2024","Cumulative: Bike","Cumulative","Bike",40.00$,-160.00$,99.61$
"Jun 2024","Cumulative: Special Splurge","Cumulative","Special Splurge",0.00$,0.00$,977.25$
"Jun 2024","Cumulative: Tim's Choice","Cumulative","Tim's Choice",60.00$,0.00$,928.50$
"Jun 2024","Cumulative: Vivian's Choice","Cumulative","Vivian's Choice",60.00$,0.00$,827.34$
"Jun 2024","Cumulative: Weddings","Cumulative","Weddings",100.00$,0.00$,346.69$
"Jun 2024","Cumulative: Travel","Cumulative","Travel",700.00$,0.00$,7173.75$
"Jun 2024","Tax Deductible: Koala Budget","Tax Deductible","Koala Budget",0.00$,0.00$,0.00$
"Jun 2024","Tax Deductible: Timmy's Work","Tax Deductible","Timmy's Work",1063.45$,-1063.45$,0.00$
"Jun 2024","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work",-685.12$,0.00$,0.00$
"Jun 2024","Tax Deductible: Medical","Tax Deductible","Medical",-300.00$,-347.00$,-103.62$
"Jun 2024","Tax Deductible: God's Money","Tax Deductible","God's Money",580.00$,-698.00$,3525.00$
"Jun 2024","Savings: RESP","Savings","RESP",0.00$,0.00$,0.00$
"Jun 2024","Savings: Retirement","Savings","Retirement",915.75$,-915.75$,0.00$
"Jun 2024","Savings: Emergency Fund","Savings","Emergency Fund",0.00$,0.00$,0.00$
"Jun 2024","Savings: House","Savings","House",1156.00$,-1156.00$,0.00$
"Jun 2024","Savings: Investment Gain/Loss","Savings","Investment Gain/Loss",0.00$,0.00$,0.00$
"Jun 2024","Savings: Savings Expenses","Savings","Savings Expenses",0.00$,0.00$,0.00$
"Jun 2024","Hidden Categories: Rent","Hidden Categories","Rent",1639.96$,-1639.96$,0.00$
"Jun 2024","Hidden Categories: Hydro","Hidden Categories","Hydro",100.00$,-75.32$,35.61$
"Jun 2024","Hidden Categories: Moving & Home Setup","Hidden Categories","Moving & Home Setup",0.00$,0.00$,0.00$
"Jun 2024","Hidden Categories: Alcohol","Hidden Categories","Alcohol",0.00$,0.00$,0.00$
"Jun 2024","Hidden Categories: Vivian COGS","Hidden Categories","Vivian COGS",0.00$,0.00$,0.00$
"Jun 2024","Hidden Categories: Income Tax and HST","Hidden Categories","Income Tax and HST",0.00$,0.00$,1140.20$
"Jun 2024","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund",0.00$,0.00$,0.00$
"Jun 2024","Hidden Categories: Publishing","Hidden Categories","Publishing",0.00$,0.00$,0.00$
"Jun 2024","Hidden Categories: Tuition","Hidden Categories","Tuition",0.00$,0.00$,0.00$
"Jul 2024","Credit Card Payments: Credit Card (TG)","Credit Card Payments","Credit Card (TG)",0.00$,877.76$,2635.72$
"Jul 2024","Credit Card Payments: Reconcile account","Credit Card Payments","Reconcile account",0.00$,-14963.25$,-13174.25$
"Jul 2024","Credit Card Payments: BBC Visa","Credit Card Payments","BBC Visa",0.00$,200.66$,387.85$
"Jul 2024","Credit Card Payments: TD Travel Visa","Credit Card Payments","TD Travel Visa",0.00$,0.00$,0.00$
"Jul 2024","Credit Card Payments: Viv's Credit Card (TG)","Credit Card Payments","Viv's Credit Card (TG)",0.00$,0.00$,0.00$
"Jul 2024","Credit Card Payments: WS Credit Card","Credit Card Payments","WS Credit Card",0.00$,0.00$,0.00$
"Jul 2024","Monthly: Amroth House","Monthly","Amroth House",0.00$,0.00$,0.00$
"Jul 2024","Monthly: Internet","Monthly","Internet",56.50$,-56.50$,0.00$
"Jul 2024","Monthly: Cellphone","Monthly","Cellphone",190.00$,-102.84$,94.82$
"Jul 2024","Monthly: Groceries","Monthly","Groceries",520.00$,-480.65$,39.35$
"Jul 2024","Monthly: Daycare","Monthly","Daycare",0.00$,0.00$,0.00$
"Jul 2024","Monthly: Life Insurance","Monthly","Life Insurance",0.00$,0.00$,0.00$
"Jul 2024","Cumulative: Fees","Cumulative","Fees",20.00$,0.91$,91.87$
"Jul 2024","Cumulative: Progeny","Cumulative","Progeny",170.00$,-226.51$,1423.17$
"Jul 2024","Cumulative: Books & Education","Cumulative","Books & Education",65.00$,-179.36$,34.48$
"Jul 2024","Cumulative: Miscellaneous","Cumulative","Miscellaneous",20.00$,0.00$,125.03$
"Jul 2024","Cumulative: Car","Cumulative","Car",400.00$,-448.19$,749.51$
"Jul 2024","Cumulative: Health & Pharmacy","Cumulative","Health & Pharmacy",75.00$,-25.98$,94.02$
"Jul 2024","Cumulative: Clothes","Cumulative","Clothes",300.00$,-102.09$,224.56$
"Jul 2024","Cumulative: Eating Out","Cumulative","Eating Out",50.00$,-137.43$,2.45$
"Jul 2024","Cumulative: Fun, Dates & Hobbies","Cumulative","Fun, Dates & Hobbies",0.00$,-67.42$,228.02$
"Jul 2024","Cumulative: Gifts","Cumulative","Gifts",200.00$,-112.44$,225.19$
"Jul 2024","Cumulative: Exercise","Cumulative","Exercise",0.00$,0.00$,341.83$
"Jul 2024","Cumulative: Home Improvement","Cumulative","Home Improvement",0.00$,-93.35$,217.23$
"Jul 2024","Cumulative: Public Transportation","Cumulative","Public Transportation",0.00$,0.00$,0.00$
"Jul 2024","Cumulative: Bike","Cumulative","Bike",40.00$,-0.34$,139.27$
"Jul 2024","Cumulative: Special Splurge","Cumulative","Special Splurge",0.25$,-977.50$,0.00$
"Jul 2024","Cumulative: Tim's Choice","Cumulative","Tim's Choice",60.00$,-22.77$,965.73$
"Jul 2024","Cumulative: Vivian's Choice","Cumulative","Vivian's Choice",60.00$,0.00$,887.34$
"Jul 2024","Cumulative: Weddings","Cumulative","Weddings",100.00$,-123.11$,323.58$
"Jul 2024","Cumulative: Travel","Cumulative","Travel",700.00$,-223.69$,7650.06$
"Jul 2024","Tax Deductible: Koala Budget","Tax Deductible","Koala Budget",0.00$,0.00$,0.00$
"Jul 2024","Tax Deductible: Timmy's Work","Tax Deductible","Timmy's Work",1665.11$,-1665.11$,0.00$
"Jul 2024","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work",0.00$,0.00$,0.00$
"Jul 2024","Tax Deductible: Medical","Tax Deductible","Medical",0.00$,0.00$,0.00$
"Jul 2024","Tax Deductible: God's Money","Tax Deductible","God's Money",700.00$,-868.00$,3357.00$
"Jul 2024","Savings: RESP","Savings","RESP",0.00$,0.00$,0.00$
"Jul 2024","Savings: Retirement","Savings","Retirement",915.75$,-915.75$,0.00$
"Jul 2024","Savings: Emergency Fund","Savings","Emergency Fund",0.00$,0.00$,0.00$
"Jul 2024","Savings: House","Savings","House",1156.00$,13555.00$,14711.00$
"Jul 2024","Savings: Investment Gain/Loss","Savings","Investment Gain/Loss",0.00$,0.00$,0.00$
"Jul 2024","Savings: Savings Expenses","Savings","Savings Expenses",0.00$,0.00$,0.00$
"Jul 2024","Hidden Categories: Rent","Hidden Categories","Rent",1639.96$,-1639.96$,0.00$
"Jul 2024","Hidden Categories: Hydro","Hidden Categories","Hydro",100.00$,-74.73$,60.88$
"Jul 2024","Hidden Categories: Moving & Home Setup","Hidden Categories","Moving & Home Setup",0.00$,0.00$,0.00$
"Jul 2024","Hidden Categories: Alcohol","Hidden Categories","Alcohol",0.00$,0.00$,0.00$
"Jul 2024","Hidden Categories: Vivian COGS","Hidden Categories","Vivian COGS",0.00$,0.00$,0.00$
"Jul 2024","Hidden Categories: Income Tax and HST","Hidden Categories","Income Tax and HST",0.00$,-626.56$,513.64$
"Jul 2024","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund",0.00$,0.00$,0.00$
"Jul 2024","Hidden Categories: Publishing","Hidden Categories","Publishing",0.00$,0.00$,0.00$
"Jul 2024","Hidden Categories: Tuition","Hidden Categories","Tuition",0.00$,0.00$,0.00$
"Aug 2024","Credit Card Payments: Credit Card (TG)","Credit Card Payments","Credit Card (TG)",0.00$,-489.22$,2146.50$
"Aug 2024","Credit Card Payments: Reconcile account","Credit Card Payments","Reconcile account",17605.22$,-4854.47$,12750.75$
"Aug 2024","Credit Card Payments: BBC Visa","Credit Card Payments","BBC Visa",0.00$,-107.14$,280.71$
"Aug 2024","Credit Card Payments: TD Travel Visa","Credit Card Payments","TD Travel Visa",0.00$,0.00$,0.00$
"Aug 2024","Credit Card Payments: Viv's Credit Card (TG)","Credit Card Payments","Viv's Credit Card (TG)",0.00$,0.00$,0.00$
"Aug 2024","Credit Card Payments: WS Credit Card","Credit Card Payments","WS Credit Card",0.00$,0.00$,0.00$
"Aug 2024","Monthly: Amroth House","Monthly","Amroth House",0.00$,0.00$,0.00$
"Aug 2024","Monthly: Internet","Monthly","Internet",56.50$,-56.50$,0.00$
"Aug 2024","Monthly: Cellphone","Monthly","Cellphone",190.00$,-206.06$,78.76$
"Aug 2024","Monthly: Groceries","Monthly","Groceries",520.00$,-499.02$,60.33$
"Aug 2024","Monthly: Daycare","Monthly","Daycare",0.00$,0.00$,0.00$
"Aug 2024","Monthly: Life Insurance","Monthly","Life Insurance",0.00$,0.00$,0.00$
"Aug 2024","Cumulative: Fees","Cumulative","Fees",10.00$,0.00$,101.87$
"Aug 2024","Cumulative: Progeny","Cumulative","Progeny",120.00$,-155.59$,1387.58$
"Aug 2024","Cumulative: Books & Education","Cumulative","Books & Education",65.00$,-29.36$,70.12$
"Aug 2024","Cumulative: Miscellaneous","Cumulative","Miscellaneous",20.00$,-4.80$,140.23$
"Aug 2024","Cumulative: Car","Cumulative","Car",450.00$,-305.53$,893.98$
"Aug 2024","Cumulative: Health & Pharmacy","Cumulative","Health & Pharmacy",75.00$,-52.16$,116.86$
"Aug 2024","Cumulative: Clothes","Cumulative","Clothes",300.00$,-194.88$,329.68$
"Aug 2024","Cumulative: Eating Out","Cumulative","Eating Out",50.00$,-49.96$,2.49$
"Aug 2024","Cumulative: Fun, Dates & Hobbies","Cumulative","Fun, Dates & Hobbies",0.00$,0.00$,228.02$
"Aug 2024","Cumulative: Gifts","Cumulative","Gifts",200.00$,-95.38$,329.81$
"Aug 2024","Cumulative: Exercise","Cumulative","Exercise",0.00$,0.00$,341.83$
"Aug 2024","Cumulative: Home Improvement","Cumulative","Home Improvement",0.00$,0.00$,217.23$
"Aug 2024","Cumulative: Public Transportation","Cumulative","Public Transportation",0.00$,0.00$,0.00$
"Aug 2024","Cumulative: Bike","Cumulative","Bike",40.00$,0.00$,179.27$
"Aug 2024","Cumulative: Special Splurge","Cumulative","Special Splurge",0.00$,0.00$,0.00$
"Aug 2024","Cumulative: Tim's Choice","Cumulative","Tim's Choice",60.00$,0.00$,1025.73$
"Aug 2024","Cumulative: Vivian's Choice","Cumulative","Vivian's Choice",60.00$,0.00$,947.34$
"Aug 2024","Cumulative: Weddings","Cumulative","Weddings",0.00$,0.00$,323.58$
"Aug 2024","Cumulative: Travel","Cumulative","Travel",700.00$,0.00$,8350.06$
"Aug 2024","Tax Deductible: Koala Budget","Tax Deductible","Koala Budget",0.00$,0.00$,0.00$
"Aug 2024","Tax Deductible: Timmy's Work","Tax Deductible","Timmy's Work",318.48$,-318.48$,0.00$
"Aug 2024","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work",0.00$,0.00$,0.00$
"Aug 2024","Tax Deductible: Medical","Tax Deductible","Medical",311.00$,-310.43$,0.57$
"Aug 2024","Tax Deductible: God's Money","Tax Deductible","God's Money",1000.00$,-573.00$,3784.00$
"Aug 2024","Savings: RESP","Savings","RESP",0.00$,0.00$,0.00$
"Aug 2024","Savings: Retirement","Savings","Retirement",1227.75$,-1227.75$,0.00$
"Aug 2024","Savings: Emergency Fund","Savings","Emergency Fund",0.00$,0.00$,0.00$
"Aug 2024","Savings: House","Savings","House",-13555.00$,-1156.00$,0.00$
"Aug 2024","Savings: Investment Gain/Loss","Savings","Investment Gain/Loss",0.00$,0.00$,0.00$
"Aug 2024","Savings: Savings Expenses","Savings","Savings Expenses",0.00$,0.00$,0.00$
"Aug 2024","Hidden Categories: Rent","Hidden Categories","Rent",1639.96$,-1639.96$,0.00$
"Aug 2024","Hidden Categories: Hydro","Hidden Categories","Hydro",100.00$,-78.80$,82.08$
"Aug 2024","Hidden Categories: Moving & Home Setup","Hidden Categories","Moving & Home Setup",0.00$,0.00$,0.00$
"Aug 2024","Hidden Categories: Alcohol","Hidden Categories","Alcohol",0.00$,0.00$,0.00$
"Aug 2024","Hidden Categories: Vivian COGS","Hidden Categories","Vivian COGS",0.00$,0.00$,0.00$
"Aug 2024","Hidden Categories: Income Tax and HST","Hidden Categories","Income Tax and HST",0.00$,0.00$,513.64$
"Aug 2024","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund",0.00$,0.00$,0.00$
"Aug 2024","Hidden Categories: Publishing","Hidden Categories","Publishing",0.00$,0.00$,0.00$
"Aug 2024","Hidden Categories: Tuition","Hidden Categories","Tuition",6204.78$,-6204.78$,0.00$
"Sep 2024","Credit Card Payments: Credit Card (TG)","Credit Card Payments","Credit Card (TG)",0.00$,-39.13$,2107.37$
"Sep 2024","Credit Card Payments: Reconcile account","Credit Card Payments","Reconcile account",0.00$,229.75$,12980.50$
"Sep 2024","Credit Card Payments: BBC Visa","Credit Card Payments","BBC Visa",0.00$,-491.11$,-210.40$
"Sep 2024","Credit Card Payments: TD Travel Visa","Credit Card Payments","TD Travel Visa",0.00$,0.00$,0.00$
"Sep 2024","Credit Card Payments: Viv's Credit Card (TG)","Credit Card Payments","Viv's Credit Card (TG)",0.00$,0.00$,0.00$
"Sep 2024","Credit Card Payments: WS Credit Card","Credit Card Payments","WS Credit Card",0.00$,0.00$,0.00$
"Sep 2024","Monthly: Amroth House","Monthly","Amroth House",0.00$,0.00$,0.00$
"Sep 2024","Monthly: Internet","Monthly","Internet",56.50$,-56.50$,0.00$
"Sep 2024","Monthly: Cellphone","Monthly","Cellphone",50.00$,-96.06$,32.70$
"Sep 2024","Monthly: Groceries","Monthly","Groceries",670.00$,-725.88$,4.45$
"Sep 2024","Monthly: Daycare","Monthly","Daycare",0.00$,0.00$,0.00$
"Sep 2024","Monthly: Life Insurance","Monthly","Life Insurance",0.00$,0.00$,0.00$
"Sep 2024","Cumulative: Fees","Cumulative","Fees",0.00$,0.00$,101.87$
"Sep 2024","Cumulative: Progeny","Cumulative","Progeny",120.00$,-263.46$,1244.12$
"Sep 2024","Cumulative: Books & Education","Cumulative","Books & Education",65.00$,-29.36$,105.76$
"Sep 2024","Cumulative: Miscellaneous","Cumulative","Miscellaneous",10.00$,0.00$,150.23$
"Sep 2024","Cumulative: Car","Cumulative","Car",450.00$,-219.86$,1124.12$
"Sep 2024","Cumulative: Health & Pharmacy","Cumulative","Health & Pharmacy",75.00$,-14.78$,177.08$
"Sep 2024","Cumulative: Clothes","Cumulative","Clothes",150.00$,0.00$,479.68$
"Sep 2024","Cumulative: Eating Out","Cumulative","Eating Out",120.00$,-120.22$,2.27$
"Sep 2024","Cumulative: Fun, Dates & Hobbies","Cumulative","Fun, Dates & Hobbies",0.00$,-28.16$,199.86$
"Sep 2024","Cumulative: Gifts","Cumulative","Gifts",200.00$,-62.82$,466.99$
"Sep 2024","Cumulative: Exercise","Cumulative","Exercise",0.00$,0.00$,341.83$
"Sep 2024","Cumulative: Home Improvement","Cumulative","Home Improvement",0.00$,-42.92$,174.31$
"Sep 2024","Cumulative: Public Transportation","Cumulative","Public Transportation",50.00$,0.00$,50.00$
"Sep 2024","Cumulative: Bike","Cumulative","Bike",40.00$,0.00$,219.27$
"Sep 2024","Cumulative: Special Splurge","Cumulative","Special Splurge",0.00$,0.00$,0.00$
"Sep 2024","Cumulative: Tim's Choice","Cumulative","Tim's Choice",100.00$,0.00$,1125.73$
"Sep 2024","Cumulative: Vivian's Choice","Cumulative","Vivian's Choice",100.00$,-213.26$,834.08$
"Sep 2024","Cumulative: Weddings","Cumulative","Weddings",0.00$,0.00$,323.58$
"Sep 2024","Cumulative: Travel","Cumulative","Travel",700.00$,0.00$,9050.06$
"Sep 2024","Tax Deductible: Koala Budget","Tax Deductible","Koala Budget",0.00$,0.00$,0.00$
"Sep 2024","Tax Deductible: Timmy's Work","Tax Deductible","Timmy's Work",405.96$,-405.96$,0.00$
"Sep 2024","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work",0.00$,0.00$,0.00$
"Sep 2024","Tax Deductible: Medical","Tax Deductible","Medical",300.00$,-290.00$,10.57$
"Sep 2024","Tax Deductible: God's Money","Tax Deductible","God's Money",800.00$,-473.00$,4111.00$
"Sep 2024","Savings: RESP","Savings","RESP",0.00$,0.00$,0.00$
"Sep 2024","Savings: Retirement","Savings","Retirement",915.75$,-915.75$,0.00$
"Sep 2024","Savings: Emergency Fund","Savings","Emergency Fund",0.00$,0.00$,0.00$
"Sep 2024","Savings: House","Savings","House",4780.00$,-4913.00$,-133.00$
"Sep 2024","Savings: Investment Gain/Loss","Savings","Investment Gain/Loss",0.00$,0.00$,0.00$
"Sep 2024","Savings: Savings Expenses","Savings","Savings Expenses",0.00$,0.00$,0.00$
"Sep 2024","Hidden Categories: Rent","Hidden Categories","Rent",1639.96$,-1639.96$,0.00$
"Sep 2024","Hidden Categories: Hydro","Hidden Categories","Hydro",100.00$,-176.71$,5.37$
"Sep 2024","Hidden Categories: Moving & Home Setup","Hidden Categories","Moving & Home Setup",0.00$,0.00$,0.00$
"Sep 2024","Hidden Categories: Alcohol","Hidden Categories","Alcohol",0.00$,0.00$,0.00$
"Sep 2024","Hidden Categories: Vivian COGS","Hidden Categories","Vivian COGS",0.00$,0.00$,0.00$
"Sep 2024","Hidden Categories: Income Tax and HST","Hidden Categories","Income Tax and HST",0.00$,0.00$,513.64$
"Sep 2024","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund",0.00$,0.00$,0.00$
"Sep 2024","Hidden Categories: Publishing","Hidden Categories","Publishing",0.00$,0.00$,0.00$
"Sep 2024","Hidden Categories: Tuition","Hidden Categories","Tuition",0.00$,0.00$,0.00$
"Oct 2024","Credit Card Payments: Credit Card (TG)","Credit Card Payments","Credit Card (TG)",0.00$,1393.91$,3501.28$
"Oct 2024","Credit Card Payments: Reconcile account","Credit Card Payments","Reconcile account",-13692.25$,729.75$,18.00$
"Oct 2024","Credit Card Payments: BBC Visa","Credit Card Payments","BBC Visa",0.00$,260.03$,260.03$
"Oct 2024","Credit Card Payments: TD Travel Visa","Credit Card Payments","TD Travel Visa",0.00$,6004.30$,6004.30$
"Oct 2024","Credit Card Payments: Viv's Credit Card (TG)","Credit Card Payments","Viv's Credit Card (TG)",0.00$,0.00$,0.00$
"Oct 2024","Credit Card Payments: WS Credit Card","Credit Card Payments","WS Credit Card",0.00$,0.00$,0.00$
"Oct 2024","Monthly: Amroth House","Monthly","Amroth House",0.00$,0.00$,0.00$
"Oct 2024","Monthly: Internet","Monthly","Internet",56.50$,-56.50$,0.00$
"Oct 2024","Monthly: Cellphone","Monthly","Cellphone",100.00$,-96.06$,36.64$
"Oct 2024","Monthly: Groceries","Monthly","Groceries",605.00$,-606.33$,3.12$
"Oct 2024","Monthly: Daycare","Monthly","Daycare",0.00$,0.00$,0.00$
"Oct 2024","Monthly: Life Insurance","Monthly","Life Insurance",0.00$,0.00$,0.00$
"Oct 2024","Cumulative: Fees","Cumulative","Fees",470.00$,-565.00$,6.87$
"Oct 2024","Cumulative: Progeny","Cumulative","Progeny",80.00$,-106.81$,1217.31$
"Oct 2024","Cumulative: Books & Education","Cumulative","Books & Education",65.00$,-29.36$,141.40$
"Oct 2024","Cumulative: Miscellaneous","Cumulative","Miscellaneous",10.00$,0.00$,160.23$
"Oct 2024","Cumulative: Car","Cumulative","Car",450.00$,-425.88$,1148.24$
"Oct 2024","Cumulative: Health & Pharmacy","Cumulative","Health & Pharmacy",75.00$,-129.66$,122.42$
"Oct 2024","Cumulative: Clothes","Cumulative","Clothes",150.00$,-69.12$,560.56$
"Oct 2024","Cumulative: Eating Out","Cumulative","Eating Out",120.00$,-24.00$,98.27$
"Oct 2024","Cumulative: Fun, Dates & Hobbies","Cumulative","Fun, Dates & Hobbies",0.00$,-115.52$,84.34$
"Oct 2024","Cumulative: Gifts","Cumulative","Gifts",200.00$,0.00$,666.99$
"Oct 2024","Cumulative: Exercise","Cumulative","Exercise",0.00$,0.00$,341.83$
"Oct 2024","Cumulative: Home Improvement","Cumulative","Home Improvement",20.00$,-192.88$,1.43$
"Oct 2024","Cumulative: Public Transportation","Cumulative","Public Transportation",50.00$,-50.00$,50.00$
"Oct 2024","Cumulative: Bike","Cumulative","Bike",40.00$,0.00$,259.27$
"Oct 2024","Cumulative: Special Splurge","Cumulative","Special Splurge",0.00$,0.00$,0.00$
"Oct 2024","Cumulative: Tim's Choice","Cumulative","Tim's Choice",60.00$,-1179.00$,6.73$
"Oct 2024","Cumulative: Vivian's Choice","Cumulative","Vivian's Choice",60.00$,0.00$,894.08$
"Oct 2024","Cumulative: Weddings","Cumulative","Weddings",0.00$,0.00$,323.58$
"Oct 2024","Cumulative: Travel","Cumulative","Travel",700.00$,-6068.31$,3681.75$
"Oct 2024","Tax Deductible: Koala Budget","Tax Deductible","Koala Budget",0.00$,0.00$,0.00$
"Oct 2024","Tax Deductible: Timmy's Work","Tax Deductible","Timmy's Work",3907.39$,-3907.39$,0.00$
"Oct 2024","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work",0.00$,0.00$,0.00$
"Oct 2024","Tax Deductible: Medical","Tax Deductible","Medical",-200.00$,399.93$,210.50$
"Oct 2024","Tax Deductible: God's Money","Tax Deductible","God's Money",900.00$,-710.50$,4300.50$
"Oct 2024","Savings: RESP","Savings","RESP",0.00$,0.00$,0.00$
"Oct 2024","Savings: Retirement","Savings","Retirement",915.75$,-915.75$,0.00$
"Oct 2024","Savings: Emergency Fund","Savings","Emergency Fund",0.00$,0.00$,0.00$
"Oct 2024","Savings: House","Savings","House",4606.00$,-4606.00$,0.00$
"Oct 2024","Savings: Investment Gain/Loss","Savings","Investment Gain/Loss",0.00$,0.00$,0.00$
"Oct 2024","Savings: Savings Expenses","Savings","Savings Expenses",0.00$,0.00$,0.00$
"Oct 2024","Hidden Categories: Rent","Hidden Categories","Rent",1639.96$,-1639.96$,0.00$
"Oct 2024","Hidden Categories: Hydro","Hidden Categories","Hydro",100.00$,-54.66$,50.71$
"Oct 2024","Hidden Categories: Moving & Home Setup","Hidden Categories","Moving & Home Setup",0.00$,0.00$,0.00$
"Oct 2024","Hidden Categories: Alcohol","Hidden Categories","Alcohol",0.00$,0.00$,0.00$
"Oct 2024","Hidden Categories: Vivian COGS","Hidden Categories","Vivian COGS",0.00$,0.00$,0.00$
"Oct 2024","Hidden Categories: Income Tax and HST","Hidden Categories","Income Tax and HST",400.00$,-419.73$,493.91$
"Oct 2024","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund",0.00$,0.00$,0.00$
"Oct 2024","Hidden Categories: Publishing","Hidden Categories","Publishing",0.00$,0.00$,0.00$
"Oct 2024","Hidden Categories: Tuition","Hidden Categories","Tuition",0.00$,0.00$,0.00$
"Nov 2024","Credit Card Payments: Credit Card (TG)","Credit Card Payments","Credit Card (TG)",0.00$,3052.98$,6554.26$
"Nov 2024","Credit Card Payments: Reconcile account","Credit Card Payments","Reconcile account",0.00$,735.75$,753.75$
"Nov 2024","Credit Card Payments: BBC Visa","Credit Card Payments","BBC Visa",0.00$,1107.52$,1367.55$
"Nov 2024","Credit Card Payments: TD Travel Visa","Credit Card Payments","TD Travel Visa",0.00$,-5982.84$,21.46$
"Nov 2024","Credit Card Payments: Viv's Credit Card (TG)","Credit Card Payments","Viv's Credit Card (TG)",0.00$,0.00$,0.00$
"Nov 2024","Credit Card Payments: WS Credit Card","Credit Card Payments","WS Credit Card",0.00$,0.00$,0.00$
"Nov 2024","Monthly: Amroth House","Monthly","Amroth House",0.00$,0.00$,0.00$
"Nov 2024","Monthly: Internet","Monthly","Internet",56.50$,-56.50$,0.00$
"Nov 2024","Monthly: Cellphone","Monthly","Cellphone",100.00$,-97.19$,39.45$
"Nov 2024","Monthly: Groceries","Monthly","Groceries",150.00$,-112.67$,40.45$
"Nov 2024","Monthly: Daycare","Monthly","Daycare",0.00$,0.00$,0.00$
"Nov 2024","Monthly: Life Insurance","Monthly","Life Insurance",0.00$,0.00$,0.00$
"Nov 2024","Cumulative: Fees","Cumulative","Fees",94.04$,0.00$,100.91$
"Nov 2024","Cumulative: Progeny","Cumulative","Progeny",80.00$,0.00$,1297.31$
"Nov 2024","Cumulative: Books & Education","Cumulative","Books & Education",65.00$,-29.36$,177.04$
"Nov 2024","Cumulative: Miscellaneous","Cumulative","Miscellaneous",10.00$,-15.74$,154.49$
